pid,item,item_label,item_text,cell,direction,audience,arm_title,condition_arm,condition,agree_nocue,agree_leader_cue,likertAgree,likertAgree_recoded,party7,republican,ideo7,age_survey,gender,race,education,PK_sum,cue_type
3496,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_against,against,Democrat,Require women on boards (against),Require women on boards (against),Info-only,1.0,,1.0,1.0,Strong Democrat,0,Strong liberal,32.0,Male,Asian / Asian American,Some college,0,one_sided
3496,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_against,against,Democrat,Limit donations to candidates (against),Control,Cue-only,,6.0,6.0,6.0,Strong Democrat,0,Strong liberal,32.0,Male,Asian / Asian American,Some college,0,one_sided
3496,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_against,against,Democrat,Minimum sentences for drugs (against),Minimum sentences for drugs (against),Both,,7.0,7.0,7.0,Strong Democrat,0,Strong liberal,32.0,Male,Asian / Asian American,Some college,0,one_sided
3496,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_against,against,Democrat,Increase capital gains tax (against),Increase capital gains tax (against),Both,,7.0,7.0,7.0,Strong Democrat,0,Strong liberal,32.0,Male,Asian / Asian American,Some college,0,one_sided
3497,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_against,against,Democrat,Subsidized healthcare for immigrants (against),Control,Cue-only,,4.0,4.0,4.0,Strong Democrat,0,Lean conservative,20.0,Female,Black / African American,Some college,1,two_sided
3497,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_against,against,Democrat,Require women on boards (against),Require women on boards (against),Both,,7.0,7.0,7.0,Strong Democrat,0,Lean conservative,20.0,Female,Black / African American,Some college,1,two_sided
3497,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_against,against,Democrat,Limit donations to candidates (against),Control,Cue-only,,7.0,7.0,7.0,Strong Democrat,0,Lean conservative,20.0,Female,Black / African American,Some college,1,two_sided
3497,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_in_favor,in favor,Democrat,Require work for Medicaid (in favor),Require work for Medicaid (in favor),Both,,4.0,4.0,4.0,Strong Democrat,0,Lean conservative,20.0,Female,Black / African American,Some college,1,two_sided
3497,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_against,against,Democrat,Ban juvenile solitary confinement (against),Control,Cue-only,,6.0,6.0,6.0,Strong Democrat,0,Lean conservative,20.0,Female,Black / African American,Some college,1,two_sided
3498,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_against,against,Democrat,Require women on boards (against),Require women on boards (against),Info-only,6.0,,6.0,6.0,Democrat,0,Conservative,60.0,Female,White / Caucasian,Some college,3,one_sided
3498,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_in_favor,in favor,Democrat,Illegal to burn U.S. flag (in favor),Control,Cue-only,,6.0,6.0,2.0,Democrat,0,Conservative,60.0,Female,White / Caucasian,Some college,3,one_sided
3498,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Allow affirmative action (against),Info-only,6.0,,6.0,6.0,Democrat,0,Conservative,60.0,Female,White / Caucasian,Some college,3,one_sided
3498,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Control,Cue-only,,6.0,6.0,2.0,Democrat,0,Conservative,60.0,Female,White / Caucasian,Some college,3,one_sided
3498,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_in_favor,in favor,Democrat,Privatization of veterans' healthcare (in favor),Privatization of veterans' healthcare (in favor),Both,,6.0,6.0,2.0,Democrat,0,Conservative,60.0,Female,White / Caucasian,Some college,3,one_sided
3499,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Allow religious denial of service (against),Info-only,2.0,,2.0,2.0,Republican,1,Moderate,55.0,Female,American Indian or Alaska Native,Some college,2,one_sided
3499,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Limit donations to candidates (in favor),Info-only,6.0,,6.0,2.0,Republican,1,Moderate,55.0,Female,American Indian or Alaska Native,Some college,2,one_sided
3499,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_against,against,Republican,Require work for Medicaid (against),Control,Control,3.0,,3.0,3.0,Republican,1,Moderate,55.0,Female,American Indian or Alaska Native,Some college,2,one_sided
3499,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_in_favor,in favor,Republican,Increase capital gains tax (in favor),Increase capital gains tax (in favor),Info-only,5.0,,5.0,3.0,Republican,1,Moderate,55.0,Female,American Indian or Alaska Native,Some college,2,one_sided
3499,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_against,against,Republican,Decrease foreign aid (against),Control,Cue-only,,7.0,7.0,7.0,Republican,1,Moderate,55.0,Female,American Indian or Alaska Native,Some college,2,one_sided
3500,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Control,Cue-only,,7.0,7.0,7.0,Strong Republican,1,Strong conservative,41.0,Male,White / Caucasian,4-year degree,2,two_sided
3500,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Abolish electoral college (against),Both,,7.0,7.0,7.0,Strong Republican,1,Strong conservative,41.0,Male,White / Caucasian,4-year degree,2,two_sided
3500,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Limit donations to candidates (in favor),Info-only,3.0,,3.0,5.0,Strong Republican,1,Strong conservative,41.0,Male,White / Caucasian,4-year degree,2,two_sided
3500,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_against,against,Republican,Allow assisted suicide (against),Allow assisted suicide (against),Both,,7.0,7.0,7.0,Strong Republican,1,Strong conservative,41.0,Male,White / Caucasian,4-year degree,2,two_sided
3500,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_against,against,Republican,Illegal to burn U.S. flag (against),Illegal to burn U.S. flag (against),Both,,7.0,7.0,7.0,Strong Republican,1,Strong conservative,41.0,Male,White / Caucasian,4-year degree,2,two_sided
3501,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Allow religious denial of service (against),Both,,4.0,4.0,4.0,Strong Republican,1,Lean liberal,69.0,Male,White / Caucasian,4-year degree,3,one_sided
3501,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_in_favor,in favor,Republican,Subsidized healthcare for immigrants (in favor),Control,Control,1.0,,1.0,7.0,Strong Republican,1,Lean liberal,69.0,Male,White / Caucasian,4-year degree,3,one_sided
3501,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Limit donations to candidates (in favor),Both,,7.0,7.0,1.0,Strong Republican,1,Lean liberal,69.0,Male,White / Caucasian,4-year degree,3,one_sided
3501,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_in_favor,in favor,Republican,Minimum sentences for drugs (in favor),Minimum sentences for drugs (in favor),Both,,7.0,7.0,1.0,Strong Republican,1,Lean liberal,69.0,Male,White / Caucasian,4-year degree,3,one_sided
3501,16,Allow affirmative action,Allow the use of affirmative action programs,item16_in_favor,in favor,Republican,Allow affirmative action (in favor),Control,Control,5.0,,5.0,3.0,Strong Republican,1,Lean liberal,69.0,Male,White / Caucasian,4-year degree,3,one_sided
3502,4,Allow death penalty,Allow the use of the death penalty,item4_in_favor,in favor,Democrat,Allow death penalty (in favor),Control,Cue-only,,5.0,5.0,3.0,Democrat,0,Moderate,48.0,Male,White / Caucasian,High school graduate,1,two_sided
3502,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_in_favor,in favor,Democrat,Allow enhanced interrogation (in favor),Allow enhanced interrogation (in favor),Both,,5.0,5.0,3.0,Democrat,0,Moderate,48.0,Male,White / Caucasian,High school graduate,1,two_sided
3502,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Allow affirmative action (against),Info-only,4.0,,4.0,4.0,Democrat,0,Moderate,48.0,Male,White / Caucasian,High school graduate,1,two_sided
3502,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_in_favor,in favor,Democrat,Decrease power of labor unions (in favor),Control,Cue-only,,1.0,1.0,7.0,Democrat,0,Moderate,48.0,Male,White / Caucasian,High school graduate,1,two_sided
3502,23,Decrease estate tax,Decrease the current estate tax rate,item23_in_favor,in favor,Democrat,Decrease estate tax (in favor),Decrease estate tax (in favor),Info-only,7.0,,7.0,1.0,Democrat,0,Moderate,48.0,Male,White / Caucasian,High school graduate,1,two_sided
3503,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Allow religious denial of service (in favor),Info-only,4.0,,4.0,4.0,Strong Democrat,0,Moderate,46.0,Female,Black / African American,High school graduate,3,one_sided
3503,12,Deny criminals the vote,Deny convicted criminals the right to vote,item12_in_favor,in favor,Democrat,Deny criminals the vote (in favor),Deny criminals the vote (in favor),Info-only,6.0,,6.0,2.0,Strong Democrat,0,Moderate,46.0,Female,Black / African American,High school graduate,3,one_sided
3503,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_against,against,Democrat,Ban juvenile solitary confinement (against),Control,Cue-only,,6.0,6.0,6.0,Strong Democrat,0,Moderate,46.0,Female,Black / African American,High school graduate,3,one_sided
3503,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_against,against,Democrat,Minimum sentences for drugs (against),Minimum sentences for drugs (against),Both,,3.0,3.0,3.0,Strong Democrat,0,Moderate,46.0,Female,Black / African American,High school graduate,3,one_sided
3503,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Allow affirmative action (against),Both,,7.0,7.0,7.0,Strong Democrat,0,Moderate,46.0,Female,Black / African American,High school graduate,3,one_sided
3504,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_in_favor,in favor,Republican,Subsidized healthcare for immigrants (in favor),Subsidized healthcare for immigrants (in favor),Info-only,3.0,,3.0,5.0,Republican,1,Conservative,34.0,Female,White / Caucasian,Some college,4,two_sided
3504,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_against,against,Republican,Military aid to Saudia Arabia (against),Control,Cue-only,,6.0,6.0,6.0,Republican,1,Conservative,34.0,Female,White / Caucasian,Some college,4,two_sided
3504,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_against,against,Republican,Decrease power of labor unions (against),Decrease power of labor unions (against),Both,,3.0,3.0,3.0,Republican,1,Conservative,34.0,Female,White / Caucasian,Some college,4,two_sided
3504,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_against,against,Republican,Decrease foreign aid (against),Decrease foreign aid (against),Both,,5.0,5.0,5.0,Republican,1,Conservative,34.0,Female,White / Caucasian,Some college,4,two_sided
